word_id,user_id,word_text,base_difficulty,repeat_count,stability,created_days_ago,personal_difficulty,difficulty,user_rating,next_interval_days,ml_score
1,133,book,0.32279821559692645,1,28.552689661404095,15.845523717996034,0.38388367860241773,0.34112385449857385,3,24,0.6976628436504279
2,131,floccinaucinihilipilification,0.7528461737508579,3,11.441033884865632,11.090344904820494,0.832358277864463,0.7766998049849394,2,10,0.7867125162381402
3,101,mitochondria,0.6253441731854322,11,21.142248349407435,3.095917097874225,0.776847525102306,0.6707951787604943,4,25,1.0
4,125,democracy,0.6597102976972011,13,12.246642375145518,5.077479334382806,0.8320109712340656,0.7114004997582605,4,13,1.0
5,144,cat,0.38180050472289606,13,14.100821148277058,1.2754892793792587,0.4535849878949736,0.4033358496745193,4,11,1.0
6,110,house,0.32888466355346835,9,1.251432094232958,2.9186093460551863,0.3741423662380544,0.3424619743588442,2,1,1.0
7,124,cat,0.3658221901286576,12,21.77399594638535,18.398065075988512,0.5239765129048954,0.41326848696152896,4,18,1.0
8,118,algorithm,0.5793732976789997,1,3.812840708841269,5.805520566392955,0.7083196078402868,0.6180571907273857,4,3,0.6145828427817843
9,119,mitochondria,0.49979697994626743,5,17.6728066465016,10.224650436272942,0.6917735306079587,0.5573899451447748,3,14,0.9546705989433877
10,132,democracy,0.5873791754560462,10,1.1781464801572852,1.740456615433571,0.7758899104999436,0.6439323959692154,1,1,1.0
11,116,eat,0.2680628208222835,6,80.65891490554127,2.0249038385139855,0.36761017911487776,0.2979270283100618,4,82,1.0
12,129,supercalifragilisticexpialidocious,0.7302421591417255,9,2.0823473958573047,28.288817707808764,0.8578297867494437,0.768518447424041,3,1,1.0
13,117,mitochondria,0.5812326703452542,1,19.03343986071343,18.41581780578811,0.7132395713640961,0.6208347406509067,4,19,0.6137495778047279
14,131,house,0.10855600745159448,12,5.882636275626132,15.622240336306731,0.18806811156519962,0.132409638685676,2,7,1.0
15,139,apple,0.10246693941666746,5,36.4691440888807,3.9986623678954576,0.2566052043183008,0.14870841888715747,3,32,1.0
16,144,dog,0.11028750349316271,1,4.262246332109342,8.272638515575938,0.18207198666524022,0.13182284844478595,3,4,0.7604531454665642
17,103,cat,0.18372554084538506,2,2.5510671789402557,6.779454381463025,0.3146989947571644,0.22301757701891883,3,2,0.8717241630063134
18,131,algorithm,0.5961703439107772,14,11.628981216664785,31.288216320163112,0.6756824480243823,0.6200239751448586,4,13,1.0
19,118,eat,0.18107466251851426,2,9.43008806409658,2.7395594851495937,0.31002097267980133,0.21975855556690038,3,8,0.872701869441919
20,102,run,0.3954614698340807,11,4.088912883000087,29.41868831498144,0.4943621620396419,0.425131677495749,3,4,1.0
21,137,algorithm,0.5848811467627575,5,41.16977629255623,12.270723515643844,0.7430521607824785,0.6323324509686737,3,44,0.932187847196218
22,127,cat,0.3878139563160843,10,2.1640278776868707,5.339092539455769,0.5676204962297615,0.44175591829018745,3,2,1.0
23,137,house,0.36809459472714434,4,9.288665535169464,3.0972982952005186,0.5262656087468653,0.41554589893306065,3,7,0.95259510254406
24,105,cat,0.3309976843656113,6,3.3930043072502247,14.16149057309342,0.5134632926910216,0.38573736686323434,3,4,1.0
25,139,run,0.12991929170316474,5,2.6526985735858606,17.312379684144254,0.2840575566047981,0.17616077117365475,3,2,1.0
26,116,photosynthesis,0.6979678201841647,2,39.81957668000572,4.424310815314698,0.797515178476759,0.727832027671943,3,39,0.7202798278104062
27,141,cat,0.1674690417191222,9,8.586681271863045,1.8859710025423946,0.254824727045962,0.19367574731717413,3,7,1.0
28,104,mitochondria,0.5869485261233739,13,28.330412690188606,6.777553983628523,0.7929628395835167,0.6487528201614167,4,29,1.0
29,118,democracy,0.5858053917808896,10,17.602349455567335,6.320564656756634,0.7147517019421767,0.6244892848292758,3,15,1.0
30,142,run,0.1002829127582471,8,22.65068055032998,12.92449192051074,0.2729703787414798,0.1520891525532169,3,26,1.0
31,141,algorithm,0.5928238138225839,9,3.1875188413777624,36.187884072058175,0.6801794991494237,0.6190305194206358,2,2,1.0
32,134,cat,0.34297393609182714,11,25.183198913224974,7.577543877602788,0.5384820808036852,0.4016263795053845,3,27,1.0
33,121,apple,0.309863342129664,6,2.8216910297755216,13.157214159003923,0.48561663852132086,0.36258933104716107,2,2,1.0
34,123,supercalifragilisticexpialidocious,0.822954301935505,5,4.364702106171867,4.316750897386363,1.0,0.8760680113548533,3,3,0.8590671790803641
35,109,floccinaucinihilipilification,0.7410756471986988,5,2.5877683377924505,9.152281542200297,0.8717694973604879,0.7802838022472354,3,2,0.8878024418126496
36,101,mitochondria,0.5342871617996575,2,5.869350710119772,1.2253824746224729,0.6857905137165313,0.5797381673747196,3,6,0.7647079858995732
37,127,eat,0.25803067218084763,11,78.75311733752932,16.870432117732182,0.4378372120945248,0.3119726341549508,4,63,1.0
38,140,cat,0.26107697842603517,4,1.545086876372439,4.220888639502036,0.46648203696016194,0.3226984959862732,1,1,0.9804493234280962
39,136,mitochondria,0.41132419509023005,2,10.340834561551798,1.0,0.5224000415444279,0.4446469490264894,2,10,0.8052353514040422
40,116,run,0.28256039298317154,2,1.956162190337578,46.62945786777523,0.3821077512757658,0.3124246004709498,2,1,0.8449020559707041
41,105,house,0.14444017660491493,12,62.477996829727076,23.206292028945196,0.32690578493032535,0.19917985910253805,4,61,1.0
42,142,run,0.1729819253412096,8,1.3716657686786247,2.19940369079067,0.3456693913244423,0.22478816513617939,2,1,1.0
43,104,apple,0.3256464676772998,4,46.06034701482864,4.513025500503368,0.5316607811374425,0.38745076171534265,4,41,0.9610236437093753
44,138,floccinaucinihilipilification,0.9699571845547585,12,27.684954169158537,27.601495552311697,1.0,0.978970029188331,4,28,1.0
45,106,book,0.38090282601946834,14,3.3400563411030317,15.912479957648545,0.568231761359712,0.43710150662154146,4,3,1.0
46,131,photosynthesis,0.4576518199643347,4,15.041157867640939,23.688554678611613,0.5371639240779398,0.48150545119841615,4,13,0.9328072368644533
47,103,eat,0.19111628607735662,7,10.501656370851526,8.267923589570161,0.3220897399891359,0.2304083222508904,2,9,1.0
48,120,mitochondria,0.43870125250697767,4,5.401890710054521,2.785455650328549,0.6216576913131715,0.49358818414883576,3,5,0.9291824169793275
49,141,democracy,0.4607970765971293,9,2.0981789268848514,2.575454790248815,0.5481527619239691,0.48700378219518126,3,2,1.0
50,131,house,0.27348658455202113,9,32.71493224520067,7.458523875166655,0.3529986886656263,0.29734021578610265,4,26,1.0
51,117,supercalifragilisticexpialidocious,0.9935483394015372,12,4.911777017450367,25.770215589243456,1.0,0.995483837581076,3,4,0.9983361786832774
52,132,mitochondria,0.4063517091206136,14,3.257837133330291,9.985506405419617,0.594862444164511,0.4629049296337827,3,3,1.0
53,113,floccinaucinihilipilification,0.896738883969916,14,2.4899917649957115,1.0,1.0,0.9277172187789411,4,2,1.0
54,105,democracy,0.6300786779047478,3,9.464051564450015,8.22062336988708,0.8125442862301582,0.6848183604023709,3,10,0.8142769496129107
55,110,mitochondria,0.583693386652119,6,3.005126186588503,9.37618762490857,0.6289510893367051,0.5972706974574948,4,2,0.9791706846083625
56,145,floccinaucinihilipilification,0.8854131037371212,7,12.757579393274442,8.71209897812501,0.9832029101220751,0.9147500456526074,3,11,0.9147570161152804
57,119,apple,0.3271886716213579,3,16.593254558964524,11.746605493893021,0.5191652222830491,0.3847816368198652,3,15,0.9042879666876624
58,128,cat,0.295075215893857,4,4.545520989028019,3.474516665012348,0.4396854390658061,0.33845828284544166,3,3,0.9757213873703456
59,134,book,0.1484250963062722,14,4.448188269584159,1.552107682676402,0.3439332410181303,0.20707753971982962,2,3,1.0
60,115,apple,0.24604212309497306,1,20.4424484028485,13.8648889583236,0.42199336287043804,0.2988274950276125,4,18,0.7103517514917163
61,147,house,0.34837361864471933,11,5.5057539703528695,2.1859527036671182,0.49942007565270957,0.39368755574711634,1,5,1.0
62,106,cat,0.22487829980802254,9,4.814686797364878,1.2121775803903834,0.4122072351482662,0.2810769804100956,2,4,1.0
63,139,democracy,0.6162448949424747,7,28.839201907644554,4.453144315515953,0.770383159844108,0.6624863744129647,2,28,0.9904361174871732
64,135,cat,0.18063438944848126,10,7.631973217638718,17.8829019621988,0.36678709967264944,0.2364802025157317,4,8,1.0
65,143,dog,0.3916287979636933,7,1.256088387452646,1.0,0.514227620356043,0.42840844468139816,1,1,1.0
66,143,mitochondria,0.5466338164688997,9,1.0,2.176105848697953,0.6692326388612495,0.5834134631866047,1,1,1.0
67,130,book,0.20132679613966875,12,5.583801024451456,6.448511922900316,0.27330202659790787,0.22291936527714046,2,5,1.0
68,141,mitochondria,0.5447516774146339,14,4.10945832418246,3.3918166358559345,0.6321073627414737,0.5709583830126859,2,4,1.0
69,143,book,0.1783600513821739,6,24.254169334214755,12.78915515792049,0.30095887377452357,0.2151396980998788,3,20,1.0
70,142,supercalifragilisticexpialidocious,0.9025568246534872,8,70.44046415824798,11.236299162749832,1.0,0.931789777257441,4,82,0.9363513751587349
71,142,mitochondria,0.45028646915217535,5,44.4655839388874,18.484337182180376,0.622973935135408,0.5020927089471452,3,52,0.9712597698026766
72,146,cat,0.2668157272839883,8,1.7355913968369294,2.2795909652422415,0.3932138827031426,0.3047351739097346,2,1,1.0
73,105,eat,0.311327086443246,12,7.258731432214409,10.467376136599555,0.49379269476865645,0.36606676894086915,4,8,1.0
74,128,democracy,0.5875058362504312,10,3.0715310313980617,14.904755765675784,0.7321160594223803,0.6308889032020158,3,3,1.0
75,126,mitochondria,0.45150819793854735,14,1.2310524890832375,1.0,0.6793864147135753,0.5198716629710557,2,1,1.0
76,142,mitochondria,0.6241025498790878,1,2.864117683238321,1.0,0.7967900158623205,0.6759087896740575,4,2,0.5972273630977827
77,101,democracy,0.42826310908374815,3,1.1675243209634354,8.19296375774835,0.5797664610006219,0.4737141146588103,1,1,0.8776082233359789
78,121,apple,0.10615327579611736,4,14.928981119464781,8.863794870540872,0.28190657218777426,0.1588792647136144,2,17,1.0
79,108,cat,0.3049054955482483,14,10.482936880640134,4.989114793979087,0.3763392504809814,0.3263356220280682,3,12,1.0
80,110,eat,0.3155593954366739,11,13.0248118125928,1.0,0.36081709812125995,0.3291367062420497,2,10,1.0
81,115,democracy,0.6583700235660213,9,15.739712299558244,5.140337983891831,0.8343212633414863,0.7111553954986607,2,17,1.0
82,144,mitochondria,0.5479105364620614,8,4.802078054084785,10.274696447939872,0.619695019634139,0.5694458814136847,3,4,1.0
83,112,eat,0.10466876387761481,14,24.290836988635494,12.10260594666961,0.28830046216607075,0.15975827336415158,3,27,1.0
84,117,cat,0.3045499096098576,8,3.5710247588979596,6.788330659510104,0.43655681062869955,0.34415197991551016,4,4,1.0
85,124,book,0.16023001871780054,2,8.47369498520612,7.444930603841802,0.3183843414940384,0.2076763155506719,3,6,0.8763265414467876
86,132,cat,0.23203830896389796,7,1.0,11.167995056735837,0.42054904400779536,0.2885915294770672,1,1,1.0
87,109,photosynthesis,0.41183558587680746,12,1.3269798114510514,5.965694080214401,0.5425294360385966,0.45104374092534416,2,1,1.0
88,129,algorithm,0.5875651175958556,3,5.535878768020506,3.0586634020150756,0.7151527452035737,0.625841405878171,3,6,0.8319700359701706
89,148,algorithm,0.5947275221615644,6,8.647807862498436,2.5227617523780137,0.7041786373782054,0.6275628567265568,4,8,0.9700830368276441
90,100,book,0.26602886834911826,4,19.842343568227705,13.973670807628514,0.378075179867642,0.29964276180467536,3,17,0.9873660436825755
91,132,dog,0.18639358237975012,6,39.234571114636545,6.685494732159004,0.3749043174236475,0.2429468028929193,4,41,1.0
92,148,algorithm,0.6773868453527585,4,15.013913200127087,9.783948727111852,0.7868379605693995,0.7102221799177508,4,12,0.8641922182486528
93,114,algorithm,0.511044375505125,3,10.009475365504768,6.369668524449343,0.687238803739705,0.563902703975499,3,10,0.8505516465409723
94,128,algorithm,0.633945602686943,2,1.8601005613720147,17.083603991009454,0.778555825858892,0.6773286696385277,3,1,0.7354308352204307
95,101,algorithm,0.6664569858892562,4,12.004603041138157,6.86861671281902,0.81796033780613,0.7119079914643183,4,13,0.8636864747846826
96,110,cat,0.35352449132065056,10,5.632085269701737,44.27411014672211,0.3987821940052366,0.3671018021260264,4,5,1.0
97,133,photosynthesis,0.6666079644354395,2,1.7409921674712314,2.7786985637638018,0.7276934274409308,0.6849336033370867,2,1,0.7331493551108631
98,140,book,0.24324641513872833,7,2.3910465739982176,1.4911120113246554,0.4486514736728551,0.30486793269896634,3,2,1.0
99,118,apple,0.24697952597345824,1,12.258054648197602,4.677605770312319,0.37592583613474534,0.28566341902184433,3,12,0.7143009742934467
100,101,apple,0.22511657086981168,14,16.55845000833272,25.090757115288774,0.37661992278668543,0.2705675764448738,4,18,1.0
101,147,apple,0.20987235434008453,11,1.6651004588278042,19.12657390095951,0.3609188113480748,0.2551862914424816,2,1,1.0
102,119,democracy,0.67041998236877,1,4.239100012939842,2.841589069519798,0.8623965330304612,0.7280129475672773,4,4,0.5815961157298168
103,140,cat,0.23660924036845019,5,17.817975307872242,9.155349380482546,0.44201429890257693,0.2982307579286882,3,16,1.0
104,130,photosynthesis,0.5848332401247163,7,8.234182216420898,8.890154536357878,0.6568084705829554,0.6064258092621879,2,8,1.0
105,103,floccinaucinihilipilification,0.8234691315703091,14,8.753602036989324,3.47286149589966,0.9544425854820884,0.8627611677438429,4,7,1.0
106,128,eat,0.37464306436549955,1,1.0,2.6837849670115177,0.5192532875374487,0.4180261313170842,1,1,0.6745921606048747
107,129,book,0.3023297669405791,12,2.327305615131849,4.943774503553188,0.42991739454829725,0.34060605522289455,3,2,1.0
108,112,democracy,0.5033685723963626,12,4.877511948429132,15.540921442474385,0.6870002706848185,0.5584580818828992,4,5,1.0
109,114,eat,0.23855033036818254,4,24.41491662712557,2.128406112891251,0.4147447586027625,0.2914086588385565,4,23,0.9898362745724112
110,119,house,0.16824726726071873,5,6.292833888364605,5.900915085369181,0.36022381792240993,0.22584023245922608,2,6,1.0
111,133,run,0.17272564416616326,2,25.514808512673802,6.5719825319844585,0.23381110717165454,0.19105128306781063,4,28,0.8813140511916459
112,127,book,0.3581110411841443,7,1.084687555433221,27.989281600023755,0.5379175810978214,0.41205300315824744,1,1,1.0
113,119,supercalifragilisticexpialidocious,0.9287957676268422,4,11.24147315737347,3.6171973505690085,1.0,0.9501570373387895,3,13,0.7922117610223411
114,149,mitochondria,0.5407969891130411,8,1.0,1.0,0.6680226701241638,0.5789646934163779,1,1,1.0
115,124,mitochondria,0.618278002991423,14,1.0,11.832922701581621,0.7764323257676609,0.6657242998242943,1,1,1.0
116,126,democracy,0.5232764709081517,14,3.01575745343635,14.09732920213608,0.7511546876831796,0.59163993594066,4,3,1.0
117,129,mitochondria,0.5163695586855189,1,27.491827863928446,12.141322081665233,0.6439571862932371,0.5546458469678344,4,31,0.6336062459096496
118,140,book,0.36731655815254627,10,10.843370248620472,12.064391137934425,0.5727216166866731,0.4289380757127843,3,11,1.0
119,119,democracy,0.548438306482562,1,4.890949100072773,6.601523755444807,0.7404148571442531,0.6060312716810693,4,5,0.6181906184956792
120,100,democracy,0.4289651435793236,1,15.09695546948596,1.0,0.5410114550978473,0.4625790370348807,3,17,0.6612262888895358
121,134,algorithm,0.45116811340195556,4,3.179185750473603,13.09029571108703,0.6466762581138136,0.509820556815513,4,2,0.9243127051793243
122,148,photosynthesis,0.4562832965636274,1,1.6702339282327894,27.570333614440976,0.5657344117802684,0.4891186311286197,1,1,0.653264410661414
123,142,run,0.19036772441868383,5,57.20508535913745,1.7124673628013425,0.3630551904019165,0.24217396421365361,3,67,1.0
124,123,apple,0.30399356459522847,14,2.2816513531326934,1.0,0.5154505263351595,0.3674306531172078,3,1,1.0
125,124,apple,0.1680702301731425,14,3.948938491048795,3.0816412295916513,0.32622455294938035,0.21551652700601384,4,3,1.0
126,139,house,0.32308860358022407,6,7.186352789264823,18.957466138131693,0.4772268684818574,0.369330083050714,3,8,1.0
127,111,photosynthesis,0.6287960469734453,7,14.701843357945842,1.1221414587063137,0.7991628726355915,0.6799060946720892,4,14,0.9852102014094359
128,110,democracy,0.4734518652428562,8,3.227912456133484,12.558571529101261,0.5187095679274423,0.487029176048232,4,3,1.0
129,129,dog,0.25638032614721973,8,8.344167655713445,1.0,0.38396795375493786,0.29465661442953517,3,7,1.0
130,112,democracy,0.4635397865744643,2,2.0544842695268763,1.0,0.6471714848629203,0.518629296061001,3,1,0.7830406472936887
131,146,house,0.19643874338434136,12,3.4904056055204262,22.191807440308132,0.3228368988034957,0.23435819001008767,3,4,1.0
132,124,run,0.38859329642023777,4,13.537475967573712,14.721147369385463,0.5467476191964756,0.4360395932531091,3,13,0.9464469942480453
133,124,house,0.2933689463895467,7,15.622132946809469,9.127595961387156,0.45152326916578456,0.3408152432224181,3,16,1.0
134,116,book,0.10853721755317675,9,17.928780292499326,1.8873639245717568,0.208084575845771,0.138401425040955,3,20,1.0
135,111,supercalifragilisticexpialidocious,0.8515679433405021,9,1.6454849503858062,3.2690621135352798,1.0,0.8960975603383514,3,1,0.9706156473657386
136,110,cat,0.19936414438693645,11,30.577269347018454,1.0,0.2446218470715225,0.21294145519231225,4,27,1.0
137,109,algorithm,0.6691729975574925,3,2.7829775086510486,10.36660132980912,0.7998668477192816,0.7083811526060292,2,2,0.8072081119518132
138,116,mitochondria,0.6719062633286939,12,5.912178693654324,11.586356441993345,0.7714536216212882,0.7017704708164721,3,5,1.0
139,144,book,0.3100643976536003,7,6.375354901639212,3.9572583190169635,0.3818488808256778,0.3315997426052235,3,5,1.0
140,115,supercalifragilisticexpialidocious,0.7945169489822798,4,25.270152362681365,4.1311879844448285,0.9704681887577448,0.8473023209149193,4,21,0.8230681759495022
141,119,supercalifragilisticexpialidocious,0.9116141678942251,9,9.170556588613795,9.914929660884491,1.0,0.9381299175259574,3,9,0.9580059402094567
142,148,book,0.303683627284201,7,12.447838931979753,29.12582338558762,0.41313474250084203,0.3365189618491933,4,10,1.0
143,104,house,0.17148633293442045,13,34.97955136783537,5.020466490751434,0.3775006463945632,0.23329062697246328,4,35,1.0
144,140,run,0.1781192076235215,13,11.089109755932451,6.804094222919761,0.3835242661576483,0.23974072518375955,2,10,1.0
145,131,eat,0.2892911334610175,6,2.375975660782867,11.982424899803295,0.36880323757462263,0.313144764695099,3,2,1.0
146,126,dog,0.3120371513190444,9,11.331925445720357,4.190382409452818,0.5399153680940724,0.38040061635155276,4,13,1.0
